conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1965608848133390534,Wed Sep 10 02:50:43 +0000 2025,0,Itu lah pada gk sensitive sebagian kecil ??? mksd nya pingin rakyat turun semua.. lht itu ..what's going on in Nepal now... Tanggapi 17+8 Tuntutan Rakyat Belum 24 Jam Jadi Menkeu Sudah Bikin Emosi Warga Respon Netizen: Over Pede! https://t.co/m3QCVp7oZC,1965608848133390534,,,in,,0,3,0,https://x.com/undefined/status/1965608848133390534,1349228417158242310,
1965694233987170307,Wed Sep 10 08:30:00 +0000 2025,4,Menkeu Purbaya Yudhi Sadewa minta maaf setelah pernyataannya tuntutan 17+8 viral. Sekjen Demokrat Herman Khaeron ingatkan pejabat publik berbicara esensial. https://t.co/lZHPLH8o9T,1965694233987170307,,,in,,0,0,1,https://x.com/undefined/status/1965694233987170307,69183155,
1966376225418412120,Fri Sep 12 05:40:00 +0000 2025,2,Gerakan Nurani Bangsa (GNB) bertemu dengan Presiden Prabowo Subianto. Usai pertemuan itu GNB menyebut Prabowo sepakat membentuk dua tim terkait tuntutan 17+8. https://t.co/aA8YSmDkyJ,1966376225418412120,,,in,,0,0,1,https://x.com/undefined/status/1966376225418412120,69183155,
1966276692768600099,Thu Sep 11 23:04:29 +0000 2025,0,Bahas 17+8 Tuntutan Rakyat dan Pembentukan Komisi Investigasi Independen GNB Temui Prabowo https://t.co/LLbx3Ba3SC,1966276692768600099,,,in,,0,0,0,https://x.com/undefined/status/1966276692768600099,1951272499276292098,
1966251027470102650,Thu Sep 11 21:22:30 +0000 2025,0,Alasan Menko Yusril Ferry Irwandi yang Kerap Suarakan 17 8 Tuntutan Rakyat tak Bisa Dipolisikan TNI https://t.co/fefUii9ykS via @tribunmedan,1966251027470102650,,,in,,0,0,0,https://x.com/undefined/status/1966251027470102650,142305302,
1966324703775326306,Fri Sep 12 02:15:16 +0000 2025,0,Massa di Kobar Akan Gelar Aksi Minta Pemerintah Seriusi Tuntutan 17+8 https://t.co/4xYhTEiTRl,1966324703775326306,,,in,,0,0,0,https://x.com/undefined/status/1966324703775326306,1902243031878922240,
1965955676909482201,Thu Sep 11 01:48:53 +0000 2025,0,Tuntutan '17 + 8' Para pelajar akan terus mengadakan demonstrasi sehingga tuntutan 17+8 itu dipenuhi. #sinarharian #demonstrasi https://t.co/iUsqpvHyUf,1965955676909482201,,,in,,1,0,0,https://x.com/undefined/status/1965955676909482201,331383958,
1965377761734000998,Tue Sep 09 11:32:28 +0000 2025,0,Purbaya Minta Maaf Sebut Tuntutan 17+8 Suara Sebagian Kecil Rakyat https://t.co/CzBEGanyNk,1965377761734000998,,,in,,0,0,1,https://x.com/undefined/status/1965377761734000998,135795460,
1966317606920663383,Fri Sep 12 01:47:04 +0000 2025,2,Arti Brave Pink dan Hero Green Lambang 17+8 Tuntutan Rakyat! Baca selengkapnya di https://t.co/BFjOEAXGhF Informasi selengkapnya silakan hubungi kontak melalui: Instagram : @ultimagz YouTube : @ultimagz X: @ultimagz Salam Deadline! ________ ULTIMAGZ,1966317606920663383,,,in,,0,0,1,https://x.com/undefined/status/1966317606920663383,403835555,
1966480098917249312,Fri Sep 12 12:32:45 +0000 2025,0,Ditanya soal 17+8 Tuntutan Rakyat Menkeu Baru Purbaya Yudhi: Mungkin Hidupnya Masih Kurang #viral... https://t.co/pfozbVfy9P,1966480098917249312,,,in,,0,0,0,https://x.com/undefined/status/1966480098917249312,1947483665501720577,
1965396153610199285,Tue Sep 09 12:45:32 +0000 2025,0,Ratusan Mahasiswa Desak 17+8 Tuntutan Rakyat Dipenuhi di Gedung DPR https://t.co/9W3IFTAJyY,1965396153610199285,,,in,,0,0,0,https://x.com/undefined/status/1965396153610199285,1668188086067683331,
1966394677957202321,Fri Sep 12 06:53:19 +0000 2025,0,lrt iya makasih ya udh lewat tl ku makasih,1966394677957202321,,,in,,0,0,0,https://x.com/undefined/status/1966394677957202321,1217993854386728960,
1965991034573230430,Thu Sep 11 04:09:23 +0000 2025,0,BEM UI desak Prabowo copot Menkeu Purbaya usai komentar 17+8 tuntutan rakyat viral. Purbaya minta maaf dan beri klarifikasi. https://t.co/NQiPBuypcU,1965991034573230430,,,in,,0,0,0,https://x.com/undefined/status/1965991034573230430,1404018642,
