text,datetime,time_text
"Anggota DPR kenapa ga ada yang jadi terdakwa provokator ya pak  @prabowo   @ListyoSigitP , cuma kena sanksi doang gada yg terjerat hukum, padahal mereka itu pemicu awal sampai demo besar-besaran di seluruh negri bapak ini lho...heran saya sama tebang pilih khas bapak sekalian",2025-09-08T07:17:54.000Z,8 Sep
Jawaban text book hanya jawaban text book kalau tidak ada tindakan.,2025-09-08T07:11:29.000Z,8 Sep
"Nanti, kalo Luthfi di ajukan ke bapak, jangan di terima ya pak, dia itu mau di tuker guling sama kaesang. Jadi rencana nya Mulyono (dg segala upaya + tipu daya nya) membuat luthfi naik jadi salah satu mentri nya bapak, lalu tempat luthfi di duduki sama kaesang.",2025-09-08T07:10:54.000Z,8 Sep
"Benarkah tak ada kriminalisasi? Tapi kenapa Dansatsiber TNI, Brigadir Jenderal (Brigjen) TNI Juinta Omboh (J.O) Sembiring mendatangi Polda Metro Jaya? Menurut Dansatsiber, ada dugaan pidana yang dilakukan Ferry Irwandi dan berencana mengambil langkah hukum. Salah apa Ferry?",2025-09-08T13:26:13.000Z,8 Sep
"""saya kira""???wtf , pragmatis & pasif sekali setelah di demo berkali-kali. saya kasih contoh nih pak ""saya pastikan"" gitu atau ""saya akan lakukan"" gituu.   presiden itu hanya fungsi, fungsi nya yaitu penuhi dong tuntutannya 17+8, ini bukan ""prabowo"" yg dicecar",2025-09-08T09:56:54.000Z,8 Sep
Coba lihat ini  maksudnya apa  @Puspen_TNI ???  @prabowo,2025-09-08T13:08:10.000Z,8 Sep
"Saya cuma mau bilang, bikin program itu yg bagus lah, sustainable...kokoh pondasinya , impact-nya luas kan kasih makan anak anak ...kalo cuma puas dengan bohong gratis gratis... Hadeuuh ... Anak anak sekolah Indonesia saat ini dalam posisi wabah kelaparan ???",2025-09-08T07:12:53.000Z,8 Sep
"Aduh prabs udah tua gituu, sama dengan pemikirannya yg masi kolot",2025-09-08T08:17:43.000Z,8 Sep
"Dia lupa apa ya kalau dia Presidennya? Dia ga ngerti apa kalau semuanya itu kuncinya di dia? Dia paham ga sih kalau dia bilang ""jalan!"" Maka semua kabinet dan DPR akan tunduk dan patuh? Itu kalau dia ga takut dengan kaisar solo",2025-09-08T09:29:21.000Z,8 Sep
"Keluar ruangan, balik ke stelan pembohong gendut lagi",2025-09-08T07:26:50.000Z,8 Sep
tempo di undang gak mbak?,2025-09-08T07:02:09.000Z,8 Sep
Baru di sini gw liat muka prabowo pusing..selamat datang di realita pak. Jd Presiden ga cm omon2 pidato dng semangaat membara tp menyelesaikan masalah dng tepat dan cepat itu yg kami harapkan dari bapak,2025-09-08T09:40:30.000Z,8 Sep
"Apakah bisa kita menafsirkan bahwa, informasi seperti yg disampaikan mba najwa dan mendapatkan respon langsung, tidak ada yg memberikan lebih dulu ke Presiden? Jika mungkin demikian, jikalau mungkin, masa info tentang 17+8 yg ramai di media tidak sampai ke sekeliling RI 1 ya ?",2025-09-08T11:56:48.000Z,8 Sep
"Pak, rakyat it cm mau mnt pejabat itu benar2 melakukan pekerjaannya, jgn cm mau menjabat saja tp tdk ada kemakmuran dan keadilan yg dirasakan rakyat. Lihat skandal pertamax oplos, beras oplos, skrg apa lanjutan-ny? Ini sudah sngt merugikan rakyat, hukumanny thdp pelaku apa pak?",2025-09-08T07:31:22.000Z,8 Sep
Alim dan pintar kita semua miliki.  Satu tak pernah di pakai #ADAB Pimpinan bagaimana adab dlm hal pertanggung jawaban.  Rakyat bagaimana adab yg miliki kesabaran.  Alim berkata kurang sabar Pintar berkata bansos mbg Hanya rakyat yg diminta punya adab.,2025-09-08T08:23:59.000Z,8 Sep
@grok  siapa menteri baru 5 orang yg baru diangkat Prabowo,2025-09-08T09:32:18.000Z,8 Sep
"jangan percaya orang yang kalo ngomong ditambahin, ""ya, kan.."" di tiap akhir kalimat. itu nandain orang itu butuh validasi ke orang yang dia ajak ngobrol kalo omongannya tuh masuk akal/bisa dipercaya.  lu pada juga punya temen pembohong yang sering bilang gitu pasti. ya, kan?",2025-09-08T08:46:31.000Z,8 Sep
Saya kira bla....bla...bla... Saya kira mulu..,2025-09-08T07:24:37.000Z,8 Sep
Pak Pres : SAYA KIRA . Wapres : LUAR BIASA SEKALI,2025-09-08T07:48:25.000Z,8 Sep
Ada tuntutan jangka panjang Ada juga tuntutan jangka pendek. Media kira prabowo bisa bertahan 10 th lagi??,2025-09-08T07:44:00.000Z,8 Sep
Mas bowo.. mas bowo... Omon - omon aja kamu !,2025-09-08T07:56:14.000Z,8 Sep
Semakin jelas kalau beliau tidak mau mendengarkan mulut rakyat & tidak peduli dengan rakyat. Rakyat hanya dianggap sebagai data di atas kertas oleh beliau.,2025-09-08T15:56:32.000Z,8 Sep
Masuk akal jare....,2025-09-08T15:47:13.000Z,8 Sep
"Di analisa sy pribadi, ada dua institusi yang menggoyang Prabowo, polri dan TNI, khusus di TNI itu terbagi menjadi 2 kubu. Satu kubu ternakan dari termul kalo sy ambil istilah Aidit, mereka perwira2 berpikiran maju yang sudah terdoktrin oleh mulyono",2025-09-08T14:30:23.000Z,8 Sep
bpk ini adalah saksi hidup demonstran th 98,2025-09-09T13:32:23.000Z,9 Sep
"Ah membosankan,,, ndak ada tanggapan,, dan rakyat jengah.",2025-09-08T09:29:29.000Z,8 Sep
Awokwokwok... Jurnalisnya kelihatan ketakutan klo mau ngomong pedas...,2025-09-08T11:55:18.000Z,8 Sep
Dlu demo damai berjilid -jilid dikatain radikal pak.,2025-09-08T08:03:46.000Z,8 Sep
Hati2 gimmick pencitraan,2025-09-08T08:38:15.000Z,8 Sep
@mydazeae,2025-09-08T17:15:37.000Z,9 Sep
"Ya Demonstrasi Akan Berhenti sebelum Jam 18.00 Pak.  Kalau sebelum Jam 17.00 ditemuin.  Ya Selama Ini kenyataanya dilapangan, Demo Damai, Ramai Banyak Yang Nonton dan Ngak Dapat apa apa.  Sementara Kalau terjadi Rusuh besar, baru ada Tanggapan dari pemerintah.",2025-09-09T01:30:44.000Z,9 Sep
Zionist,2025-09-08T08:02:07.000Z,8 Sep
Pak  @prabowo  anda bukan salah satu orang yg takut dgn RUU Perampasan asset yg akan merampas asset para koruptor kan???  jika bukan salah satu dari mereka Lakukan percepatan RUU tsb,2025-09-09T15:36:19.000Z,9 Sep
"""tp hrs damai""  Inilah masalahnya, pak Presiden  @prabowo . Demonstran dtg ke lokasi unras tentu sdh komitmen utk melakukan aksi dg damai, nmn ketika dihadapkan dg aparat yg berdiri dg peralatan lngkp, unit rantis & barikade kawat berduri, provokasi penyusup mk keadaan dpt berubah.",2025-09-09T06:48:19.000Z,9 Sep
"Saya kira saya kira, km jangan mengira ngira",2025-09-08T13:52:46.000Z,8 Sep
Bpak ini matanya masih normal ? Ngga pake kacamata baca pak ? Bapak beneran baca kah ?,2025-09-09T14:05:20.000Z,9 Sep
"Demonstrasi harus damai,kata kata sakti pejabat publik kita. Noh lihat,tiap kamis ada orang demonstrasi damai diacara kamisan dan GAK PERNAH DIDENGAR!!!!",2025-09-09T09:40:54.000Z,9 Sep
Yg terhormat bapak Prabowo. Sebaiknya bapak ganti circle deh pak. Sama circle yg ini bapak tuh kaya ga dikasih info jelas makanya saban pidato ngaco mulu.,2025-09-08T11:47:42.000Z,8 Sep
Si gendut perlu belajar interpretasi hukum biar omongannya ngga malu-maluin.,2025-09-08T09:12:06.000Z,8 Sep
This man is “isuk dele sore tempe awan kimchi” tergantung dia lg ngomong ama siapa,2025-09-08T16:10:44.000Z,8 Sep
Sepertinya mbak nana lagi ngobrol dengan orang tua yg sudah pikun dan kurang pendengaran.,2025-09-08T11:38:01.000Z,8 Sep
Omon omon omon lgi aja pak,2025-09-08T07:31:45.000Z,8 Sep
Hhahaha awal2 video coba liat background jauh di belakang ada sesosok baju putih yg vlingak ckinguk saat Pak Presiden mengambil kertas tuntutan itu. Panik bercampur penasaran soalnya td nya asik sendiri.coba liat...,2025-09-09T09:24:23.000Z,9 Sep
"@grok  hitung kata ""saya kira"" dalam video ini",2025-09-08T07:35:12.000Z,8 Sep
"Kalo ada yang demo tuh kan benernya, yang di demo keluar. Kalau ga ada yang keluar trus gimana menyampaikannya? Trus gimana mau pulang jam 6",2025-09-08T09:47:30.000Z,8 Sep
Hopeless lah dg negara ini..,2025-09-08T09:52:30.000Z,8 Sep
"Saya kira saya kira mulu, udh saatnya tuntutan 17+8 itu dilakasanakan bukan dibicarain lgi, kalo mau dibicarain ya atuh pas demo kemaren wo, skrng rakyat mintanya tuntutan itu dijalankan sm pemerintah, buat apa? Ya buat memberi keadilan kpd rakyat sesuai dgn sila ke-5 pancasila.",2025-09-08T10:04:34.000Z,8 Sep
Kabarin kapan tayang min,2025-09-08T11:58:30.000Z,8 Sep
Saya kira saya kira,2025-09-08T09:51:05.000Z,8 Sep
Pertemuan antara presiden dengan awak media seperti ini bagus dan wawancara dengan presiden kesannya nyantai suasananya ringan dan adem,2025-09-08T11:15:57.000Z,8 Sep
"jangan terlalu banyak saya kira pak, kudu tegas atuh, ai bapa kan presiden piraku jiga nu baringung kitu?",2025-09-08T07:27:16.000Z,8 Sep
Salah satu hal terpenting adalah massa gelap yang melakukan tindakan2 anarkis.,2025-09-08T12:22:31.000Z,8 Sep
"Banyak yang bilang, Prabowo dipagari para loyalis nya yang menyaring Informasi dari luar. Pertemuan seperti ini bagus untuk menepis anggapan Prabowo terisolasi.",2025-09-09T00:08:28.000Z,9 Sep
"Dialog yang isinya banyak ""saya kira"" ""saya kira"" dan ""saya kira""",2025-09-09T03:07:34.000Z,9 Sep
"Pak komisaris,dirut,stafsus,wamen buang aja semua pak.. yang kerja cuma bawahannya.. cukup 1 atasan sama staf aja",2025-09-08T08:29:31.000Z,8 Sep
"I'm not voted him, not his buzzer. Tapi ini langkah yg bagus berdialog langsung dengan wartawan² terkait isu yg terjadi, dibanding gimmick wawancara di Istana. Mari berharap sedikit2 semua tuntutan terpenuhi.",2025-09-08T08:49:03.000Z,8 Sep
Kapolri kok ga d ganti pak?,2025-09-08T09:47:23.000Z,8 Sep
Sering² lah begini ...,2025-09-09T07:52:13.000Z,9 Sep
Ada yg tanya klo demo damai aspirasi didengar dan ditindaklanjuti gak?  @prabowo,2025-09-08T07:12:21.000Z,8 Sep
Siapakah Mereka yang bawa 17+8 apakah bahagian dari hati dan jiwa ku Atau hanya mereka-mereka saja yang tau   W4+H for them Udah 25 tuntutan tak ada yang nyangkut dalam di hati ku,2025-09-08T14:33:32.000Z,8 Sep
Ini full nya dimana yah ?,2025-09-08T09:20:44.000Z,8 Sep
Besok di tanya berubah jawabannya plinplan omon omon kakean koplo,2025-09-08T10:39:29.000Z,8 Sep
"Selama TINDAKAN PRESIDEN tdk sesuai dgn omongan nya, SIAPA yg PERCAYA??",2025-09-09T01:25:57.000Z,9 Sep
Kurang damai apa bendera one piece ?!,2025-09-08T09:41:12.000Z,8 Sep
Bravo jenderal tetep istiqomah tuk rakyat bgs negara rakyat pasti dukung salam perubahan biar ga begini sikonx terus menerus negeri kaya raya semuanya tersedia melimpah jumlahnya tp ga mampu sejahterakan semuanya seluruh rakyat indonesia krn itu perubahan ganti menteri termul...,2025-09-10T07:17:44.000Z,10 Sep
coba di tindak aja pak,2025-09-08T07:29:50.000Z,8 Sep
"hallo,yang mau join freelance gratis di gaji 10-100rb perhari bole dm aku yaaww",2025-09-20T05:22:03.000Z,20 Sep
mksh udh sepik ap,2025-09-09T00:33:05.000Z,9 Sep
"Padahal yang ngomong pemimpin, kok bawahannya nggak mengindahkan. Hmmmm",2025-09-08T07:07:07.000Z,8 Sep
Serius nanya ini belio baru tau???,2025-09-08T09:44:02.000Z,8 Sep
"Kalau Presiden harus ketemu wartawan senior secara periodik, artinya Presiden tidak update situasi terkini di masyarakat. Lalu dimana semua pembantu dan penasehatnya?",2025-09-08T08:05:41.000Z,8 Sep
Masuk akal tapi tidak masuk telinga Prabowo karena ga ada yg bisikkan.,2025-09-08T08:43:34.000Z,8 Sep
"Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa menyampaikan permintaan maaf soal pernyataannya yang merespon terkait tuntutan 17+8. Ia menyebut dirinya sebagai pejabat baru dan menteri kagetan.  Pernyataan itu ia sampaikan setelah melakukan serah terima jabatan (sertijab) dari menteri keuangan (menkeu) lama Sri Mulyani di kantor Kementerian Keuangan (Kemenkeu) Jakarta, Selasa (9/9).  Purbaya meminta maaf jika ada salah ucap karena masih menyesuaikan diri dengan peran barunya. ""Gaya saya koboi, di LPS (Lembaga Penjamin Simpanan) tidak ada monitor. Di Sini, salah ngomong diplintir sana sini, saya mohon maaf,"" ujarnya.  Sebelumnya, Menteri Keuangan (Menkeu) Purbaya Yudhi Sadewa merespons terkait tuntutan 17+8 yang disuarakan masyarakat. Hal ini disampaikan Purbaya setelah dirinya resmi ditunjuk Presiden Prabowo Subianto menggantikan Sri Mulyani Indrawati.  Purbaya mengatakan belum mempelajari secara keseluruhan tuntutan tersebut. Dia menilai tuntutan itu datang dari sebagian kecil rakyat yang hidupnya terganggu. ""Itu suara sebagian kecil rakyat kita, kenapa? Mungkin sebagian ngerasa keganggu hidupnya, masih kurang ya,"" kata Purbaya di Kementerian Keuangan, Jakarta Pusat, Senin (8/9).  Menurut Purbaya, tuntutan itu akan hilang jika ia berhasil menciptakan pertumbuhan ekonomi 6-7%, masyarakat dinilai tidak akan demo karena sibuk bekerja dan makan enak. ""Jika saya ciptakan pertumbuhan ekonomi 6%, 7%, itu akan hilang dengan otomatis. Mereka akan sibuk cari kerja dan makan enak dibandingkan mendemo,"" ucapnya.",2025-09-09T06:18:53.000Z,1.18 PM · 9 Sep 2025
bukan dipelintir anjir emang lu nya aja yang gak ada empati sama rakyat. Apa yang perlu dipelintir kalau lunya udah ngaco in the first place u twat,2025-09-09T07:13:50.000Z,9 Sep
"Ril pejabat dan menteri jaman sekarang mulutnya asal jeplak aja ya, kata2nya pun nggak ada yg enak didenger. Eh tapi plecidennya pun begitu sih ndasmu ndasmu. Beda bgt lah ya sama jaman pak sby dulu. Ngomong halus, ditata dgn baik, diksinya baik. Jaman sekarang? Ahh sudahlah.",2025-09-09T07:31:05.000Z,9 Sep
At least he is honest...  Honestly evil.,2025-09-09T07:24:37.000Z,9 Sep
Apanya dipelintir,2025-09-09T18:15:10.000Z,10 Sep
his first statement was an honest unfiltered opinion,2025-09-09T07:08:40.000Z,9 Sep
Belum dipelajari malah langsung koar2. Mengaku bergaya koboi. Kemenkeu adalah departemen yg harus dijalankan dengan detil dan perencanaan yg presisi. Jelas dia ini bakal useless atau malah jadi bencana buat negara.,2025-09-09T09:06:19.000Z,9 Sep
"Yaelah, prestasinya apa sih? Ga terkenal juga. Trus ngomongnya ala koboi katanya, eh gw kasih tau, ini bukan jaman koboi dan juga bukan lagi shooting film koboi.   Koboi Kaya Baru? Inget, lo cuma pelayan rakyat dan digaji rakyat, rakyat itu majikan elo.",2025-09-09T08:39:19.000Z,9 Sep
Kebayang kalo keuangan negara dipegang sama Koboi ...,2025-09-09T08:58:13.000Z,9 Sep
SM tidak ada senyumnya samasekali mendengar pidato menkeu baru ini…,2025-09-09T07:28:25.000Z,9 Sep
Bahkan ga dipelintir tp that statement was ORIGINALLY a tone deaf-arrogant-apathetic-and all of that words related in the first place?!??! U dont even have the right to respond it that way when you HAVENT even READ THOROUGHLY,2025-09-09T08:43:40.000Z,9 Sep
"Mau dibawa kemana negara ini, kalau pejabatnya asal mangap ujung ujungnya minta maaf   Tumaaan",2025-09-09T09:34:39.000Z,9 Sep
Udah cocok masuk ke pemerintahan sekarang yg suka ngomong sembarangan buat rakyat terus ujung2nya minta maaf pas bikin gaduh rakyat ‍‍,2025-09-09T07:14:48.000Z,9 Sep
"Gak lah. Gue percaya yg kmrn bukan statement ngawurnya yg terakhir, pasti akan ada lagi",2025-09-09T07:20:05.000Z,9 Sep
"Penyakit yg belum musnah dari Indonesia penyakit feodalisme n nir etika moral. Makanya waktu pak jokowi canangkan REVOLUSI MENTAL konsep sudah bagus, sayang nya cuma omon2 belaka karena REVOLUSI nya keburu kena MENTAL KKN raja jawa, efek nya masih merusak bangsa sampai hr ini",2025-09-09T08:30:39.000Z,9 Sep
Apakah tidak takut,2025-09-09T14:06:46.000Z,9 Sep
Ngawur dulu.........  8hehhdjsyy2hndheghdurhfjdbrgdhxnbehdhdhjfkfjfiirktfjjtjkmtkgi5kktjgjfjckkf  Minta maaf.,2025-09-09T07:04:56.000Z,9 Sep
"day 2 as menteri udah klarifikasi aja. curiga hari hari belio isinya klarifikasi dan minta maaf mulu. udah pesimis kah sama tugas sendiri, pak? pede banget bakal dikritik habis habisan di masa depan",2025-09-09T09:29:24.000Z,9 Sep
"Salut! Baru dilantik langsung berusaha keras, berusaha keras untuk melucu... tapi gagal. Akhirnya melanjutkan Kabinet Minta Maaf alias Kabinet Klarifikasi",2025-09-09T08:01:07.000Z,9 Sep
"Sebenarnya ga ada yg diplintir, org ngomong langsung seperti itu kok ada disiaran lsgnya kok, setiap TV punya rekamannya",2025-09-09T09:40:35.000Z,9 Sep
"mungkin dia pikir itu lucu, kata gw kerja aja yg bener kurangin ngomong aneh2nya rakyat lagi sensi",2025-09-09T07:55:14.000Z,9 Sep
Ini bisa jadi target penjarahan lagi nih menteri baru  Ngomong ngalor ngidul ngelantur kaga jelas Masih kalah jauh dibawah bu sri banget banget ini mah,2025-09-09T07:44:26.000Z,9 Sep
"dih playvic abiiissssss, ""diplintir sana sini"" gakusah diplintir aja kata kata lu gakada empati pak, ""kalau ada kesalahan"" lu gaktau salah lu dimana?",2025-09-09T08:25:00.000Z,9 Sep
Gini amat Pak  @prabowo   @Gerindra  milih menteri... Jgn milih...cuman pinter tapi yg punya ADAB juga Jgn suka nyakitin rakyat...krn Negara ini.. rakyat yg punya !!!,2025-09-09T09:35:01.000Z,9 Sep
"WKWKWKWKWKWKWKWKWKWKWKWKWKWK oh begini ya ternyata masuk pemerintah tuh syaratnya bukan minimal S1/S2, tapi minimal bisa asbun dan pandai ngejilat atasan",2025-09-09T07:39:31.000Z,9 Sep
"Rakyat itu majikanmu, Pur... sekecil apapun suara mereka, kamu harus hormati dan jangan diremehkan, lakukan apapun yg kamu bisa, jangan songong...",2025-09-09T11:56:30.000Z,9 Sep
"kasih vidio meneri keuangan Nepal ini nih, biar diatur mulutnya...",2025-09-10T00:45:40.000Z,10 Sep
"Saya seneng dg gayanya bu Sri, idealis dan ber prinsip, sayangnya banyaknya keinginan dan kepentingan dari berbagai rezim saat dia menjabat, menjadikan dia.... Ah sudahlah..",2025-09-09T08:51:56.000Z,9 Sep
"harus di ajarin adab, akhlak , tutur kata yang santun, sopan supaya ucapanya tidak melukai perasaan rakyat indonesia, bapak pejabat publik..ujung lidahnya harus di jaga",2025-09-09T09:30:18.000Z,9 Sep
"Makanya pakkkk, mending ELU ngehire tim komunikasi publik atau PR team gitu. Biar tau cara ngomong yg tertata, bener, kaga bikin polemik ke masyarakat. Kaga asal jeplak mulut baru sadar bikin gaduh terus minta maaf.",2025-09-09T07:41:27.000Z,9 Sep
Ngomong yg penting  Yg penting ngomong,2025-09-09T07:20:30.000Z,9 Sep
Langsung mundur atau di ganti juga boleh wo  @prabowo   Mumpung dia belum gajian sebagai Menkeu Mumpung rumahnya belum di jarah masyarakat,2025-09-09T07:36:20.000Z,9 Sep
"Attitude yg tidak baik,kita lihat endingnya aja! Omongannya selangit kuatir lidahnya nyenggol baling2 helicopter",2025-09-09T09:47:07.000Z,9 Sep
Takut rumah nya dijarah ye pak,2025-09-09T07:39:54.000Z,9 Sep
Begonoh katanyahhh...,2025-09-09T14:45:55.000Z,9 Sep
"@prabowo  pak.. Saya tahu anda ini penyintas stroke tapi ya masa pak, sampah kok bapak angkat jadi babu bapak??...",2025-09-09T08:39:19.000Z,9 Sep
anak2 komunikasi PR harusnya punya banyak loker di kantor2 pemerintahan. jelas sekali itu kebutuhan SDM komunikasi PR sangat banyak dan urgent. krn masalah2 yg ditimbulkan sudah terpampang nyata.,2025-09-09T08:20:41.000Z,9 Sep
"Bro takut dikuliti 7 Turunan,  Bro takut digeruduk Rumah & Kantornya, Bro takut dipecat after 2 hari jd Menteri.",2025-09-09T07:47:00.000Z,9 Sep
"Pernyataan kontradiksi. Dia bilang tuntutan dari sebagian kecil rakyat, tapi fakta <6% itu mewakili dampak kemampuan ekonomi keseluruhan rakyat yg tertekan, dan mau dia naikkan. Tidak lebih sama kondisi kedepan..",2025-09-09T12:13:35.000Z,9 Sep
Tuntutan nya sangat jelas 17+8  #CopotKapolri  #TurunkanGibran #AdiliJokowi,2025-09-09T13:35:07.000Z,9 Sep
LPS sebenarnya bisa disamakan dengan asuransi yang menjamin simpanan nasabah maks. 2 Milyar. LPS tidak ada beban kebijakan yang terkait dengan keuangan negara.   Wajar Menkeu yang baru demam panggung.,2025-09-09T11:45:42.000Z,9 Sep
"Seorang menteri kok diksinya seperti itu, gak ada wibawanya sama sekali. Keliatan jarang mikir, jadinya statement kemarin bisa keluar begitu aja",2025-09-09T13:42:41.000Z,9 Sep
"Siklus pejabat di sini, jeplak dulu terus klarifikasi dan minta maaf.  Bisa tidak diam tidak banyak ngomong yang tidak perlu.",2025-09-09T09:43:08.000Z,9 Sep
Pertumbuhan ekonomi jaman Soeharto yg 7% saja di demo yg kemudian jatuh padahal tidak ada kelaparan ....,2025-09-09T14:35:57.000Z,9 Sep
"Model2an nya menang di gaya doang kyak nya.. klo pemain bola mondar mandir aja dlapangan, dpat bola kagak.. boro2 bs ngegolin..",2025-09-09T10:54:10.000Z,9 Sep
Moap maap moap maap.....Ndasmu. Sak Gurungen Ngomong Koen Gak Mikir Disek Tah ?,2025-09-09T10:22:54.000Z,9 Sep
"Oh shuut, here we go again…",2025-09-09T08:05:22.000Z,9 Sep
"pak itu ada teknologia namanya stand mic, gausah u pegangin terus terusan keliatan bgt gugupnya",2025-09-09T08:50:30.000Z,9 Sep
bilangin bos lu  @KemenkeuRI,2025-09-09T07:20:33.000Z,9 Sep
"Siap-siap Bapak Presiden  @prabowo  dalam beberapa bulan ke depan pembantu bpk, Menkeu ini akan dikritik habis-habisan.",2025-09-09T09:27:20.000Z,9 Sep
"Ada Benarnya juga mentri yg baru ini, sebab keinginan terbesar rakyat Indonesia adalah adili jokowi dan termul termul yg merusak tatanan kehidupan berbangsa dan bernegara 10 tahun belakangan dibikin gak ada arah yg jelas..",2025-09-09T14:03:44.000Z,9 Sep
"Heran dgn kualitas komunikasi publik ...   Hayoook... stlh 3 bln lg kita KRITIK kinerja org ini habis2an, jgn kasih kendor, jgn kasih NAFAS...  Sok jagoan sekali pejbt satu ini... Mirip opung LUHUT gayanya nih...",2025-09-09T10:16:08.000Z,9 Sep
BELUM JUGA SEHARI MENJABAT DAH ERROR DAN BIKIN MAKAN HATI RAKYAT... BIASANYA YANG BANYAK GAYA DAN OMON GINI GA BAKAL LAMA DUDUK DI KURSI PANAS..,2025-09-09T10:57:41.000Z,9 Sep
