text,datetime,time_text
Kok ini NGO lama gak undang perwakilan dari NGO baru? Kan yang bikin 17+8 itu dari NGO baru...,2025-09-17T07:49:57.000Z,17 Sep
"INDONESIA RESET MULAI DARI MANA?  Dari Revisi UU Parpol dong.  Slama ini, antara aspirasi rakyat dan putusan parpol tidak sinkron. Bertepuk sebelah tangan  Parpol wadah perjuangan aspirasi rakyat, bukan aspirasi kepentingan ellite parpol  Semoga Beliau2 menyadari",2025-09-17T13:47:53.000Z,17 Sep
Tombol reset,2025-09-17T08:54:01.000Z,17 Sep
"Saking bobroknya negara ini,bener2 sdh sekarat smp pusing mau gimana me-Resetnya kembali.mungkin mmg hrs revolusi,ganti sistem dan potong generasi.korupsinya sdh tdk bisa dibasmi dg cara2 biasa.",2025-09-17T06:50:46.000Z,17 Sep
Adili Jokowi dan keluarga mulai nya dr situ...,2025-09-17T07:20:52.000Z,17 Sep
Menarikkkk wajib nonton,2025-09-17T07:36:50.000Z,17 Sep
"Tidak mudah untuk mengembalikan negara ke jalan yang benar karena orang2 yang selama ini mengambil keuntungan dengan merusak negara akan mempertahankan posisinya dengan segala cara, butuh energi yang sangat besar, akan ada tumpahan air mata dan darah.",2025-09-18T02:56:40.000Z,18 Sep
Internet shutdown first,2025-09-17T06:49:24.000Z,17 Sep
Kalo ikut pandangan: ikan busuk dari kepalanya... ya seharusnya mulai dari kepala2nya.,2025-09-18T03:49:51.000Z,18 Sep
dimulai dari menepalkan si anjing kurap jokontol !! jokontol tukang kentot konstitusi wajib dipotong peler anjingnya !! manusia terlaknat dimuka bumi adalah si anjing kurap jokontol !!,2025-09-17T06:51:07.000Z,17 Sep
Si RG tetaplah antek prabowo,2025-09-18T01:51:56.000Z,18 Sep
Yg bisa selamatkan dan benahi Indonesia adalah bencana yang maha dahsyat,2025-09-18T02:00:40.000Z,18 Sep
Tim harryman semua,2025-09-17T17:54:57.000Z,18 Sep
Saya masih belum melihat jiwa oposisi roky gerung terhadap rezim selama 10 bulan ini,2025-09-17T06:42:27.000Z,17 Sep
Reset dimulai pencet tahi lalatnya,2025-09-17T10:54:13.000Z,17 Sep
Dimulai dari #resetNGO,2025-09-17T11:26:41.000Z,17 Sep
Reset mulai dari terbentuknya negara ini : kembali ke RIS,2025-09-17T07:51:00.000Z,17 Sep
Reset dari awal penyakit nya dialah awal pemusnahan,2025-09-17T21:31:55.000Z,18 Sep
"Awokwokwok ........ rezim omon omon, 17+8 ?",2025-09-17T07:44:34.000Z,17 Sep
"Untuk semua sebangsa setanah air, bagi yang mampu bangun dan sadar, maupun yang sedang berusaha bangun untuk sadar, terlebih yang berani berlatih adil sejak dari pikiran, rame-rame masuklah ke partai politik peserta pemilu. Semakin banyak semakin bagus.  Selamat berjuang.",2025-09-17T14:32:56.000Z,17 Sep
"Love what you do. Thank you for your discussions,  journalism, and insite, looking forward to this discussion. I have opinions but know very little , sources like you help me try and correct this. 'Terimakasi banyak' (thank you very much) .",2025-09-18T00:49:12.000Z,18 Sep
"Consult with the people,  get out of Jakarta. Orang kecil. To much of this is top down WEF seal of approval. These social science courses rarely discuss action , praxology, and agency. The farmers. Small business owners. That's Indonesia. The West is big business, agribusiness.",2025-09-18T00:45:19.000Z,18 Sep
"Biang kerusakan Polri adlh sistem kepolisian terpusat yg tdk demokratis dan civil society minded, shg petinggi2nya bs bersikap seolah2 pimpinan politik dgn segala sumber daya dan senjata yg dimiliki spt militer (non-civil).  Sistem kepolisian Jepang bs ditiru utk reformasi Polri.",2025-09-17T06:28:10.000Z,17 Sep
aihhh manteeppp...,2025-09-17T07:34:29.000Z,17 Sep
"Pak  @prabowo  turun ke lapangan biar tau fakta dilapangan. Jgn hanya berdasarkan data dari kementerian yg sudah dimanipulasi angka Pengangguran, KKN, Hutang menurun, ekonomi naik,  APBN, BUMN untung. Tai semua. Faktanya KKN merajalela, rakyat sengsara #Rakyatterjajahdinegrisendiri",2025-09-17T16:31:55.000Z,17 Sep
"Kita berdemo di DPR, Polres & Polda sambil putar lagu bayar-bayar. Supaya DPR & Polri bayar royalti ke band Sukatani. Jgn hanya cafe, restoran, hotel & rakyat saja yg bayar royalti. DPR, Polres, Polda, pejabat jg harus bayar royalti  @prabowo  #Nepal #Rakyatterjajahdinegrisendiri",2025-09-17T16:31:54.000Z,17 Sep
"Pak Prabowo harus berani seperti Raden Wijaya sang pendiri Majapahit. Bersekutu dengan Mogol utk mengalahkan Jaya Katwang, dan selanjutnya mengusir tentara termul demi Majapahit Merdeka. Saya yakin akan jiwa patriot pengabdian  @prabowo  utk kesejahterakan & kemakmurkan rakyat NKRI",2025-09-17T16:31:51.000Z,17 Sep
Sy sebagai pendukung Pak  @prabowo  dr 2014 & 2019 tidak terima pak Prabowo & Mas Didit dilecehkan & dihina oleh Bocil Fufufafa. Prabowo pendidikannya jg jelas dari pd Mulyono. Prabowo harus berani mengganti anak haram konstitusi Fufa #PeoplePowerAtauRevolusi  #2025LengserkanGibran,2025-09-17T16:31:49.000Z,17 Sep
Perbaikan pemerintah dimulai dari perbaikan partai politik  Pemerintah jadi buruk karena kita yang bersalah oleh pengabaian kita kepada partai politik   https:// x.com/MbulGendhutt/s tatus/1949002563216633996 …,2025-09-17T22:24:48.000Z,18 Sep
DPR Rapat Bahas 17+8 Tuntutan Rakyat Hari Ini,2025-09-04T00:32:25.000Z,7.32 AM · 4 Sep 2025
"Jadi pengingat, bahwa mereka gak akan kerja klo kita gak ""berisik"". Inipun lom ketauan hasilnya kek gimana.",2025-09-04T01:09:58.000Z,4 Sep
"rapat harusnya terbuka dan transparan, mau liat bagaimana isi rapatnya dan berapa orang yg hadir? apakah bangku masih banyak yg kosong? apakah ada yg di mute oleh ketua DPR? apakah mereka menanggapi serius tuntutan ini atau mereka masih ketawa ketiwi di rapat?",2025-09-04T01:19:39.000Z,4 Sep
"Deadlinenya besok kok baru rapat hari ini. Kebiasaan kebut semalem si. Semoga beneran dilakuin semua tuntutannya jangan ujungnya cuma ""masih dirundingkan"" atau ""segera diperbaiki"".",2025-09-04T04:26:48.000Z,4 Sep
"Gak Guna Rapat DPR bahas Tuntutan Demonstran 17+8  MUSYAWARAH 8 KETUM PARPOL BESERTA KETUA DEWAN PENASIHAT/ MAJELIS SYURO AJA -Hemat Biaya -Lebih produktif -Keputusan Cepat  ""KOREA-KOREA"" (Anggota DPR) tunduk putusan ketum parpol masing2",2025-09-04T02:16:27.000Z,4 Sep
ya seperti biasa dibahas aja terus retorika rumit terus muter2 aja diulur ulur sampe lupa. terus nanti tiba tiba nge goreng ijasah jokowi sama gibran. lupa udah masyarakat butuh apa.,2025-09-04T01:18:41.000Z,4 Sep
Ga kerja klo ga didemo?,2025-09-04T01:14:12.000Z,4 Sep
"Apakah hasilnya akan disebut kita tidak punya legal standing lagi, kyk yg dibilang pecatur kontol ini kemarin?",2025-09-04T05:18:21.000Z,4 Sep
Gimana ini ? Jadi selama ini ngapain aja disana  @DPR_RI,2025-09-04T00:42:10.000Z,4 Sep
@DPR_RI  kalian mjd legislatif krn minta2 suara dari rakyat. Sekrg kalian ada di gedung itu  jadi PELAYAN rakyat. KERJAKAN APA YG RAKYAT MAU !!,2025-09-04T02:37:06.000Z,4 Sep
Harus berisik baru mau dibahas,2025-09-04T02:57:19.000Z,4 Sep
@grok   @bang_dasco  mulai jm brp?,2025-09-04T06:29:42.000Z,4 Sep
"Bos-bos sedang memantau, kerja yg bener",2025-09-04T05:16:12.000Z,4 Sep
Kita lihat hasilnya. Tuntutan rakyat apakah diakomodir?  @DPR_RI,2025-09-04T00:38:37.000Z,4 Sep
Kita pantau di live rapatnya klo memang di paripurna kan,2025-09-04T04:18:18.000Z,4 Sep
Ternyata ada yg lebih gedebag gedebug dari rapat kopma,2025-09-04T09:54:29.000Z,4 Sep
harus di demo dulu baru kerja,2025-09-05T00:56:59.000Z,5 Sep
Ada live nya nggak ??,2025-09-04T05:01:30.000Z,4 Sep
https:// x.com/CakKhum/status /1963003893044158647?t=dbafLVMYYMxp5CKaK76aiA&s=19 …,2025-09-04T02:05:06.000Z,4 Sep
"Habis itu bikin laporan transparan ke rakyat hasil rapatnya.  Oiya, yg hadir brp org ya ? CNN bs spill ? Yg tidur brp org, yg nongkrong di wc.... lengkap dgn fraksinya",2025-09-04T06:38:38.000Z,4 Sep
"Mantap.. semoga benar"" di acc semua",2025-09-04T03:11:30.000Z,4 Sep
Jangan lupa 17+9 Stop Uang Pensiun  @DPR_RI    @_bemsi   @BEMFISIPUI,2025-09-04T08:15:25.000Z,4 Sep
"hai DPR sy salah satu rakyat yg taat pajak, buat ikut sumbangan bayar kalian untuk serta meyakini bahwa kalian orang yg tepat untuk mewakili mngobati keluh kesah kami rasakan sbg warga negara yg blum spenuhnya MERDEKA. buktikan TOTALITAS kerja kalian untuk RAKYAT.",2025-09-04T04:14:27.000Z,4 Sep
kenapa ga ada siaran livenya giliran artis nikah disiarkan live di tv,2025-09-04T05:55:33.000Z,4 Sep
"Baru ada anggaran rapatnya ya, makanya baru mau dibahas, gak dari kemarin2x. Deadlinenya besok lo yaa...jangan minta keringanan waktu.",2025-09-04T01:18:32.000Z,4 Sep
Deadline besok ko baru dibahasnya h-1 dari kemarin kemana ajaa. Coba tebak berapa karyawan rakyat yg tidur dibanding yg fokus rapatnya,2025-09-04T23:54:40.000Z,5 Sep
Jangan sekedar meredam aksi demo ya!  Wajib ada hasil sesuai tuntutan,2025-09-04T04:39:25.000Z,4 Sep
Ga ada tuntutan Perbaikan Gaji Guru?,2025-09-04T02:53:59.000Z,4 Sep
Bare minimum. Gas terus. Sampai menang.,2025-09-04T02:11:07.000Z,4 Sep
yg hadir brp tu,2025-09-04T09:52:00.000Z,4 Sep
"H-1 banget nih, ngerjain tugas dari rakyat",2025-09-04T04:26:50.000Z,4 Sep
Ya dicari mana yg tidak merugikan anggota DPR dan pejabat negara.,2025-09-04T07:04:56.000Z,4 Sep
Kami tidak mengharapkan jawaban normatif tapi aksi nyata penerapan tuntutan rakyat  @DPR_RI,2025-09-04T03:55:47.000Z,4 Sep
kok baru hari ini sih? baru pertama kali kerja ya?,2025-09-04T06:36:41.000Z,4 Sep
ada live nya?,2025-09-04T07:04:09.000Z,4 Sep
"Yg aneh dlm tuntutan tsb TNI hrs ke barak, apa salahnya Tni dlm demo ini",2025-09-05T10:10:06.000Z,5 Sep
Curiga sama hasilnya,2025-09-04T05:05:17.000Z,4 Sep
mepet dl bangett,2025-09-04T05:41:54.000Z,4 Sep
"Alhamdulillah akhirnya dibahas juga, walaupun agak sks yaa.. inget deadlinenya BESOK yaa bapak ibu DPR",2025-09-04T02:35:05.000Z,4 Sep
Formalitas doang hasil tong kosong pasti,2025-09-04T07:40:58.000Z,4 Sep
UU Ketenagakerjaan + Perampasan aset mesti ada keputusan hari ini.,2025-09-04T03:42:30.000Z,4 Sep
Mari Kita Kawal,2025-09-04T02:03:58.000Z,4 Sep
dah gede but kerja nunggu disuruh. job desk aslinya segajelas itu kah?,2025-09-04T04:39:02.000Z,4 Sep
Ada live nya kayak rapat PM Malaysia itu gak sih? Yang transparan dong:(,2025-09-04T07:09:52.000Z,4 Sep
Dah gedheee kerja masi suruh di ingetin dulu blok,2025-09-04T09:03:33.000Z,4 Sep
DL nya besok loo pak,2025-09-04T01:53:56.000Z,4 Sep
"Ingatlah...... Kalian adalah wakil rakyat, jadi perjuangan nasib rakyat.",2025-09-04T02:23:05.000Z,4 Sep
"Berharap besar, tp kalo omon2 awas aja",2025-09-04T01:07:29.000Z,4 Sep
"Wis lawas iku, saiki ganti 9-9",2025-09-04T02:55:39.000Z,4 Sep
Tuntutan Rakyat Kepada DPR 1.Bekukan Kenaikan Tunjangan/Gaji 2.Publikasikan Transparasi Anggaran 3.Dorong Badan Kehormatan DPR Periksa Anggota Yang Bermasalah  @DPR_RI   @puanmaharani_ri   @bang_dasco   @FPKSDPRRI   @FraksiPKB   @mprgoid   @FPD_DPR   @fraksigolkar   @fpdip_jakarta   @riekediahp,2025-09-04T08:22:13.000Z,4 Sep
Tolong kursi nya dibuat Fungsi Setrum biar nggak tidur atau main HP sja itu Wakil Rakyat katanya,2025-09-04T00:38:06.000Z,4 Sep
Paling juga ditunda,2025-09-04T01:40:39.000Z,4 Sep
SURUH MUNDUR. KEPALA DINASTI KOREA BESERTA KOREA2 NYA YG MENGGANJAL UU PERAMPASAN ASET KORUPTOR,2025-09-04T04:47:01.000Z,4 Sep
"jd konsen kita : 1. Protes terus hingga polisi pembunuh dihukum 2. Bukti jels DENGAN SENGAJA utk MEMBUNUH 3. Stop drama kode etik,  4. Stop Kekerasan Aparat. 5. Stop pensiun DPR. 6. Stop logika tolol. #PolisiPembunuhRakyat  #IndonesiaGelap #RakyatMelawan  #PolisiPembunuh",2025-09-04T19:36:01.000Z,5 Sep
Kita lihat nanti keputusan nya apa Karena mereka ini pintar berlindung dibalik keputusan yang akan dibuat,2025-09-04T03:01:20.000Z,4 Sep
Rakyat harus menang!,2025-09-04T04:01:03.000Z,4 Sep
"Raras @rarasayu1992 · Sep 1 Quote BERSYUKUR ATAS FILM JUMBO @Adriandhy · Sep 1 17 tuntutan rakyat dalam satu minggu ke depan, dan 8 tuntutan rakyat dalam satu tahun ke depan.  Ayo @prabowo @gibran_tweet @DPR_RI @DivHumas_Polri - Sesuai pidato bapak presiden kemarin, aspirasi ini kami sampaikan dengan jelas dan tertib.  BUKTIKAN ANDA SEKALIAN BERSAMA RAKYAT. 70",2025-09-01T05:29:11.000Z,Sep 1
Pak...mohon dibaca...,2025-09-01T16:34:05.000Z,Sep 1
"Pak, kalau peduli bolehlah lirik ini demi kepentingan seluruh rakyat dan kemajuan negara ini",2025-09-01T14:21:45.000Z,Sep 1
"Tiap bapak ibu DPR dikritik dalihnya selalu; ""Kasih solusi dong, jangan kritik doang""  Ini udah ada solusi (tuntutan) rakyat yang dirangkum, meski belum semua pun mulai dari sini sudah sangat baik",2025-09-02T03:32:19.000Z,Sep 2
"Kayak maaf nih, ini tuh tuntutan yg sangat general banget buat kasih pressure dan belum tentu juga diwaro. Mau nungguin semua orang kasih pendapat di situasi begini? Keburu ancur ini negara",2025-09-02T09:43:01.000Z,Sep 2
"Nerangin ke nyokap soal ini. Respon pertama kali; ""Apa itu 17 + 8? Maksudnya 17 Agustus?""  Angka ini sangat catchy untuk diingat dan diterima. Respon nyokap selanjutnya; ""Emang mau itu pejabat disuruh beginian?""  Gua: ""Ya gak tau. Kita coba sampaikan aja terus""",2025-09-02T06:16:48.000Z,Sep 2
"padahal gampang banget jadi pemimpin pandir macam prabowo. semua langkah didikte masyarakat, bro just have to listen, 200m++ ppl where backseating u",2025-09-01T07:50:23.000Z,Sep 1
iniii,2025-09-02T14:38:07.000Z,Sep 2
Yodah kita cari sendiri aja..  Ini ternyata tuntutannya,2025-09-02T10:13:21.000Z,Sep 2
Ayo,2025-09-01T06:31:24.000Z,Sep 1
Kenapa tak ada pencopotan KAPOLRI yg sekarang ?,2025-09-01T09:50:42.000Z,Sep 1
Koreksi kak 17 + 8 ya,2025-09-01T05:55:44.000Z,Sep 1
#ResetIndonesia,2025-09-01T08:44:09.000Z,Sep 1
Harusnya pemerintah bisa dong Mentaati Tuntutan Rakyat  Bukankah gaji kalian dari Rakyat,2025-09-01T16:06:41.000Z,Sep 1
"Totally agree dengan ini semua. Tapi gue pribadi pengen nitip satu lagi, #AdiliJokowi.",2025-09-01T08:34:16.000Z,Sep 1
"Gue suka banget perangkuman ini diberi deadline, karena gua sangsi banget pejabat punya deadline tuh :"")  membaca ini berasa beneran bahwa rakyat itu emang mestinya atasan dan presiden beserta pejabat itu ya bawahan",2025-09-01T06:22:18.000Z,Sep 1
drpd bacot mending baca,2025-09-02T07:16:18.000Z,Sep 2
Somehow ngerasa yang desain berangkat dr Emerald City,2025-09-01T05:49:55.000Z,Sep 1
Sampe dituntun rakyat gini.,2025-09-01T11:46:51.000Z,Sep 1
Cepat sembuh Indonesia,2025-09-01T11:34:59.000Z,Sep 1
"Sebagai karyawan nya rakyat wahai   @DPR_RI   Yth Bpk Presiden  @prabowo   Yth Ibu  @puanmaharani_ri   @ListyoSigitP    Silakan dilaksanakan dengan sebaik baiknya, empati tinggi, cerdas, jujur, amanah, no kolusi dan dipenuhi dg rasa tanggungjawab kepada rakyat dan Allah swt, sekian!",2025-09-01T10:32:23.000Z,Sep 1
"TBH, 17+8 ini terlalu jauh. Kita seperti mengharapkan yang haji, tapi syahadatnya saja kita ragu.",2025-09-01T14:00:17.000Z,Sep 1
Isinya sebenernya kayak di buku pkn pas sekolah,2025-09-01T05:57:08.000Z,Sep 1
Suka dengan warna demo kali ini. Manis.,2025-09-01T05:53:25.000Z,Sep 1
"Keren bgt mba salsa , ka abigail + afutami , jerome , dovi dkk. bisa konsepin tuntutan dgn deadline ini ke pemerintah , meski aku sangsi pemerintah bakal paham tp keterlaluan sih  klo g ngerti  krn setiap tugas udh di breakdown  begini ..",2025-09-02T13:30:09.000Z,Sep 2
Sampe mesti dijabarin biar paham...,2025-09-01T12:22:24.000Z,Sep 1
Ini klo ga diikutin war lg kah?,2025-09-01T09:19:58.000Z,Sep 1
@abu_waras   @DokterTifa   @SianiparRismon   @msaid_didu   @sudirmansaid   @prabowo,2025-09-01T14:14:26.000Z,Sep 1
17+8 Tuntutan Rakyat!,2025-09-02T11:46:22.000Z,Sep 2
"as always pls take care and a friendly reminder that this issue hould be focus on! don't get provoked. stay with your group. be aware of any suspicious movements & do a background check before joining them.  this should never be a horizontal conflict, therefore don't fall into",2025-09-01T09:50:16.000Z,Sep 1
Ini gw mo baca dlu deng.. smakin gw baca.. kek bntr dah,2025-09-01T05:41:27.000Z,Sep 1
"Sesuai tanggal kemerdekaan, ada 17 tuntutan untuk dilakukan dalam 1 minggu ke depan, dan 8 tuntutan dalam satu tahun ke depan.",2025-09-01T05:55:25.000Z,Sep 1
"yg kemaren pejabat minta ide kinerja... noooohh job desk lu udah dijabarin, tinggal dijalankan dengan sebaik-baiknya",2025-09-01T07:31:16.000Z,Sep 1
"Udah disuapin nih tuntutannya sama rakyat, kalo sampe gak digubris, inget aja kalo Tuhan gak tidur  @DPR_RI",2025-09-01T08:16:11.000Z,Sep 1
Ayo ayo ayo harus bisa hit target KPI sesuai tanggal deadline. Ayo kerja buat bos (rakyat) sekarang! Quick quick quick!  @DPR_RI   @prabowo   @DivHumas_Polri,2025-09-01T07:10:50.000Z,Sep 1
"@prabowo   @gibran_tweet  PENUHI TUNTUTAN KAMI, hari 2",2025-09-03T05:42:06.000Z,Sep 3
"@prabowo   @gibran_tweet   PENUHI TUNTUTAN KAMI, hari 3 Btw dateline tanggal 5 itu besok lho",2025-09-04T05:47:51.000Z,Sep 4
"Dibantu summary in, dksh KPI nya jg..kurang apa.",2025-09-01T08:30:21.000Z,Sep 1
"@prabowo  ayo pak, katanya mau melindungi rakyat",2025-09-01T13:03:17.000Z,Sep 1
"Mungkin ini telat, tapi gpp lets go!!  @prabowo   @gibran_tweet  PENUHI TUNTUTAN KAMI INI, hari 1",2025-09-02T07:29:55.000Z,Sep 2
"Deadline jgn lupaaa, 17+8 tuntutan rakyat yg sudah dirangkum dengan baik dan jelas #IndonesiaReset #Indonesia #tuntutanrakyat #wargajagawarga #DemokrasiTanpaAnarki #brave",2025-09-02T14:58:27.000Z,Sep 2
17+8 tidak selalu 25. 17+8 bisa jadi tuntutan rakyat atas keadilan,2025-09-02T15:01:52.000Z,Sep 2
.  @prabowo    @gibran_tweet    @DPR_RI,2025-09-01T07:02:33.000Z,Sep 1
Ni udah sedamai2nya ye. Buat wowo dan kroni²nya tinggal coba buat berpikir yg bener aja sih,2025-09-01T13:01:56.000Z,Sep 1
"Ini tuntutan bener2 jelas banget loh apa yg dituntut rakyat, dan kek tinggal ikutin aja karena udah sejelas itu, klo gak ada yg dilakuin kek haduh udahlah gak ngerti lagi",2025-09-01T07:40:34.000Z,Sep 1
"Ini udah jelas banget ya pak wowoo, pak gibran pak kapolri, harap disimak dan dituruti. Kalian pelayan rakyat, dengarkanlah apa yang diminta oleh rakyat.",2025-09-01T05:09:34.000Z,Sep 1
"17+8 tuntutan ini sebenernya hal yg basic, gak neko-neko",2025-09-02T08:50:21.000Z,Sep 2
besok last day  berdoa yang terbaik,2025-09-04T11:41:17.000Z,Sep 4
"Dikritik, tutup akun, lalu muncul di Tempo. Kalo model Nepal yg dipilih melalui Discord, paling influencer kemarin yg naik. Pemilihnya juga lingkaran kalangan mereka semua. Curiga sebagian influencer atau bahkan semua itu umbi2an tanam punya pemerintah juga, tapi belum terbukti",2025-09-15T06:44:23.000Z,15 Sep
"stop menabikan tokoh, warga bersama warga, bukan influencers",2025-09-15T08:42:02.000Z,15 Sep
Afutami dan personifikasi kawan-kawan satu sirkelnya pada 17+8 serta kritik kepada mereka ini mengingatkan saya pada kritik terhadap kalangan Studie Club yang dilakukan para nasionalis radikal dekade 1930an. Masak dikritik gitu doang langsung deactivate akun. Kalah sama Sutomo,2025-09-15T09:55:05.000Z,15 Sep
cakep banget artikel paywallednya kepotong setelah kata tidak inklusif wakaka,2025-09-14T17:14:36.000Z,15 Sep
Sudahkah kalian mengambil hikmah dari masa lalu?,2025-09-15T10:25:14.000Z,15 Sep
"Bisnis middleperson dan tengkulak itu selalu berdalih ""memperlancar, menghubungkan langsung produsen dan customer"". Memang benar. Tapi mau berapa banyak tengkulak dalam prosesnya? Siapa yang akan menjadi tengkulaknya?  Activism as a Service.",2025-09-16T07:44:02.000Z,16 Sep
"Who are you to give political education to warga? Warga want to see their DPR reps, not a middleman!  Masak menemui perwakilan rakyat kudu lewat perwakilan lagi (Kolektif)? Again--you’re here to ‘educate’ the warga protesting their DPR?  Exactly, who do you think you are?",2025-09-15T18:31:57.000Z,16 Sep
"You know there's something fishy about her compared to any other so called ""17+8"" influencers, but you can't prove it (yet)",2025-09-15T06:35:30.000Z,15 Sep
"""Tujuan kami bukan untuk bertemu dengan anggota DPR, melainkan ke bagian administrasi DPR untuk menyerahkan surat fisiknya (ed: tuntutannya) karena secara kenegaraan ada aturan persuratan.""  that quote has literally same vibes as this:",2025-09-15T15:43:25.000Z,15 Sep
Fuck these 17+8 influencers. Fuck you!!,2025-09-15T11:52:28.000Z,15 Sep
"Pake istilah ""kolektif"" tapi dipersonifikasikan dengan satu tokoh.",2025-09-15T07:04:49.000Z,15 Sep
"Ini penyebab jadi selebritas media sosial adalah cita2 utama saat ini.  Suaranya diamplifikasi media, disambut di gedung DPR, podcast sana sini, jadi poster tokoh perjuangan sampe Presiden bisa jadi saksi nikah.  Duit banyak, terkenal dan berpengaruh. Enak kan?",2025-09-15T05:36:50.000Z,15 Sep
"Mau gak mau, sadar gak sadar, orang2 dibalik 17+8 memposisikan diri sebagai representasi gerakan masyarakat. Sayangnya, banyak warga yg kecewa, bukan karena individu2nya per se, tapi karena proses mereka untuk sampe diposisi itu yg ga ngelibatin orng2 yg ikut berjuang juga.",2025-09-15T08:21:55.000Z,15 Sep
titik tertinggi dari kesadaran politik itu bukan baper ketika isi tuntutan 17+8 dikritisi  titik tertinggi dari kesadaran politik itu macam bu ana—teriak POLISI BANGSAT dan PRABOWO ANJING di jalanan yang penuh gas air mata,2025-09-15T05:40:48.000Z,15 Sep
"Pink-nya Bu Ana,  Ijo-nya Affan,  Dipinjem afutami,  Direbrand jadi gerakan kolektif jangka panjang.",2025-09-15T07:35:07.000Z,15 Sep
"Jika merasa punya malu dan integritas harusnya punya iktikad buat menolak dijadikan 'wajah' seperti ini, bukan malah menjadi si paling merasa mewakili tuh.  Sesuai kata  @synthreb3l , lu tuh bukan siapa-siapa selain influencer yang kebetulan punya followers lebih banyak dari",2025-09-15T15:51:30.000Z,15 Sep
"Solusi di negara Demokrasi Perwakilan (palsu) kaya gini memang harus dg aksi massa* kita diwakilin kemudian aksi diwakilkan kembali aja udah aneh. Influencer ini memiliki masalah sendiri, umumnya hanya konsultasi langkah lanjutan ke NGOs; gerakan rakyat pun sama — kurang gaul.",2025-09-15T07:39:38.000Z,15 Sep
100% mendukung ketua afutami. agenda 17+8=25 adalah konten dari komunisme itu sendiri.,2025-09-15T10:53:39.000Z,15 Sep
Ooh ternyata memang berinisiatif mengundang media,2025-09-15T12:49:13.000Z,15 Sep
">someone criticize her >label it as unproductive infighting >""apologize"" and said I'm all ears > deact   Imagine losing ur own battle....",2025-09-15T07:20:20.000Z,15 Sep
Beri ruang anggota Kolektif membela diri??   Bela diri dari apa? Dari para masyarakat yang memberikan insight dan kritik kepada Afu dan teman-teman influencernya agar lebih mawas diri dan menyentuh masalah tuh jangan cuma jadi estetika doang? Apa gimana? Be serious lah…,2025-09-15T15:44:31.000Z,15 Sep
"Dari kolektif harusnya melebur ke masyarakat bukan malah jadi kolektif. 17+8 digagas dan disounding influencer tak direalisasikan oleh pemerintah dan ruang akademik kecolongan serta tidak diberi ruang, dimana kumpulan BEM, Professor itu?   “Matinya Kepakaran” itu nyata!",2025-09-14T08:29:01.000Z,14 Sep
Andhyta F. Utami kenapa akunnya mati ? Aktivis kok penakut amata ya?,2025-09-16T12:08:51.000Z,16 Sep
Afutami termasuk Ashoka Fellow Indonesia loh. Di usia semuda itu udah jadi fellow untuk dengan proses review kandidat yang susah buanget karena lewat team fellowship Indo dan Global berbulan-bulan.  You can saw her profile and innovation in here:   https:// ashoka.org/en-us/fellow/a ndhyta-f-utami …,2025-09-16T15:02:54.000Z,16 Sep
"kekhawatiran aku soal istilah ""long game""  kayanya ga butuh waktu lama ya buat muncul contohnya  ""long game"" ini memang seksi dan mudah dibahasakan jadi mulia makanya mudah pula untuk jadi alat",2025-09-16T10:42:18.000Z,16 Sep
Gue lebih bersedia di-claim sm Afu beserta kawan-kawan influencernya daripada di-claim sama aktivis-aktivis yang lebih mahir bisnis massa.  “Aku pernah di situ kawan Muak dianggap hanya jualan Menjalankannya jadi beban Sulit imbangi perkataan…”,2025-09-16T07:08:50.000Z,16 Sep
namain kolektif indonesia berbenah tapi dikritik dikit malah kabur.,2025-09-14T20:33:12.000Z,15 Sep
pls pls  @intinyadeh  rangkumin knp orang2 jdi pada ngehate afutami dri awal sampe akhir kasus 17+8 ini. bukannya dari awal emg dia pencetusnya sampe bikin warna warni pergerakan itu,2025-09-15T08:40:31.000Z,15 Sep
Wakil rakyat ada wakilnya lagi ada wakilnya lagi wakil rakyat inception,2025-09-15T08:54:16.000Z,15 Sep
"Dikritik di sosmed krn pernyataannya yg cenderung antikritik, kemudian yang kedua katanya mau belajar tapi nulisnya keminggris.  Ilang, hapus akun, habis itu keluar di Tempo.   Lalu menasbihkan tuntutan tsb sbg “kolektif” .  Dahlah gue koar2 ttg internet murah aja.",2025-09-15T11:42:16.000Z,15 Sep
"Berani-beraninya menentukan, ""Gerakan jangka panjang.""  Kamu siapa? Rakyat yang gimana dan hidup seperti apa?  Astaga.",2025-09-15T09:18:30.000Z,15 Sep
"Gerakan kaya gini ngga pernah dan ngga akan pernah naikin nilai tawar warga  Lagian DPR itu perwakilan rakyat, masa mau ketemu mau marah mau nuntut ke perwakilan harus lewat perwakilan lagi",2025-09-15T06:53:03.000Z,15 Sep
(((ANGGOTA KOLEKTIF 17+8 INDONESIA BERBENAH)))  Berbenah dari lubang tai.,2025-09-14T06:06:22.000Z,14 Sep
"Dari ""rangkuman (tuntutan) 17+8"" yg ambil sana-sini hasil kerja2 panjang orang/kolektif lain tau2 disebut ""gerakan 17+8"". Brubah jadi ""penyusunan tuntutan 17+8"" bikinan ""kolektif 17+8"", diklaim sbg gerakan jangka panjang. Keringat, air mata & darah orang lain, sekadar estetika~",2025-09-15T04:19:58.000Z,15 Sep
